"","X","gmDate","gmTime","seasTyp","teamAbbr","opptAbbr","teamLoc","teamPF","opptPF","ref"
"16103",2690,"2013-11-13","20:00","Regular","ATL","NY","Home",15,19,"Brian Forte"
"16104",2692,"2013-11-13","20:30","Regular","SA","WAS","Home",14,11,"Curtis Blair"
"16105",2694,"2013-11-13","21:00","Regular","DEN","LAL","Home",20,27,"James Capers"
"16106",2696,"2013-11-13","21:00","Regular","UTA","NO","Home",19,30,"Mark Lindsay"
"16107",2698,"2013-11-13","22:00","Regular","POR","PHO","Home",13,21,"Eric Dalen"
"16108",2700,"2013-11-13","22:00","Regular","SAC","BKN","Home",23,23,"Ben Taylor"
"16109",2702,"2013-11-13","22:30","Regular","LAC","OKC","Home",23,29,"Nick Buchert"
"16110",2704,"2013-11-14","20:00","Regular","NY","HOU","Home",28,19,"Haywoode Workman"
"16111",2706,"2013-11-14","22:30","Regular","GS","OKC","Home",22,17,"Brent Barnaky"
"16112",2708,"2013-11-15","19:00","Regular","IND","MIL","Home",20,24,"Dick Bavetta"
"16113",2710,"2013-11-15","19:00","Regular","TOR","CHI","Home",21,21,"Violet Palmer"
"16114",2712,"2013-11-15","19:30","Regular","ATL","PHI","Home",23,19,"Curtis Blair"
"16115",2714,"2013-11-15","19:30","Regular","BOS","POR","Home",21,20,"Haywoode Workman"
"16116",2716,"2013-11-15","19:30","Regular","CLE","CHA","Home",17,13,"Steven Anderson"
"16117",2718,"2013-11-15","19:30","Regular","MIA","DAL","Home",15,20,"Kevin Scott"
"16118",2720,"2013-11-15","20:00","Regular","DEN","MIN","Home",17,22,"Mark Lindsay"
"16119",2722,"2013-11-15","21:00","Regular","PHO","BKN","Home",23,25,"Karl Lane"
"16120",2724,"2013-11-15","21:00","Regular","UTA","SA","Home",23,15,"Ben Taylor"
"16121",2726,"2013-11-15","22:30","Regular","LAL","MEM","Home",17,13,"Nick Buchert"
"16122",2728,"2013-11-15","22:30","Regular","SAC","DET","Home",19,20,"Eric Dalen"
"16123",2730,"2013-11-16","19:00","Regular","CHA","MIA","Home",20,22,"Kevin Cutler"
"16124",2732,"2013-11-16","19:00","Regular","ORL","DAL","Home",21,22,"Josh Tiven"
"16125",2734,"2013-11-16","19:00","Regular","WAS","CLE","Home",17,19,"Olandis Poole"
"16126",2736,"2013-11-16","19:30","Regular","NY","ATL","Home",20,15,"Eli Roe"
"16127",2738,"2013-11-16","20:00","Regular","CHI","IND","Home",24,19,"Marat Kogut"
"16128",2740,"2013-11-16","20:00","Regular","HOU","DEN","Home",23,33,"James Williams"
"16129",2742,"2013-11-16","20:00","Regular","MIN","BOS","Home",17,21,"J.T. Orr"
"16130",2744,"2013-11-16","20:00","Regular","NO","PHI","Home",25,21,"Sean Wright"
"16131",2746,"2013-11-16","20:30","Regular","MIL","OKC","Home",21,19,"Steven Anderson"
"16132",2748,"2013-11-16","22:30","Regular","GS","UTA","Home",19,18,"Eric Dalen"
"16133",2750,"2013-11-16","22:30","Regular","LAC","BKN","Home",21,26,"Brent Barnaky"
"16134",2752,"2013-11-17","13:00","Regular","TOR","POR","Home",23,25,"Scott Twardoski"
"16135",2754,"2013-11-17","18:00","Regular","SAC","MEM","Home",20,20,"Tre Maddox"
"16136",2756,"2013-11-17","21:30","Regular","LAL","DET","Home",20,10,"Eric Lewis"
"16137",2758,"2013-11-18","19:30","Regular","BKN","POR","Home",18,25,"Brian Forte"
"16138",2760,"2013-11-18","20:00","Regular","CHI","CHA","Home",18,23,"Curtis Blair"
"16139",2762,"2013-11-18","20:00","Regular","OKC","DEN","Home",27,22,"Marat Kogut"
"16140",2764,"2013-11-18","20:30","Regular","DAL","PHI","Home",20,22,"Justin Van Duyne"
"16141",2766,"2013-11-18","21:00","Regular","UTA","GS","Home",21,16,"Karl Lane"
"16142",2768,"2013-11-18","22:30","Regular","LAC","MEM","Home",25,23,"John Goble"
"16143",2770,"2013-11-19","19:00","Regular","WAS","MIN","Home",24,17,"Scott Twardoski"
"16144",2772,"2013-11-19","19:30","Regular","DET","NY","Home",20,22,"J.T. Orr"
"16145",2774,"2013-11-19","19:30","Regular","MIA","ATL","Home",17,21,"Brent Barnaky"
"16146",2776,"2013-11-19","20:00","Regular","HOU","BOS","Home",20,19,"Derek Richardson"
"16147",2778,"2013-11-19","22:00","Regular","SAC","PHO","Home",24,23,"Dick Bavetta"
"16148",2780,"2013-11-20","19:00","Regular","CHA","BKN","Home",20,27,"Scott Wall"
"16149",2782,"2013-11-20","19:00","Regular","CLE","WAS","Home",20,17,"Brian Forte"
"16150",2784,"2013-11-20","19:00","Regular","NY","IND","Home",32,19,"Ben Taylor"
"16151",2786,"2013-11-20","19:00","Regular","ORL","MIA","Home",23,15,"Scott Twardoski"
"16152",2788,"2013-11-20","19:00","Regular","PHI","TOR","Home",23,23,"Tre Maddox"
"16153",2790,"2013-11-20","19:30","Regular","ATL","DET","Home",12,21,"Kevin Cutler"
"16154",2792,"2013-11-20","20:00","Regular","MIL","POR","Home",19,14,"Lauren Holtkamp"
"16155",2794,"2013-11-20","20:00","Regular","MIN","LAC","Home",17,25,"Kevin Scott"
"16156",2796,"2013-11-20","20:00","Regular","NO","UTA","Home",20,25,"Justin Van Duyne"
"16157",2798,"2013-11-20","20:30","Regular","SA","BOS","Home",14,20,"David Guthrie"
"16158",2800,"2013-11-20","21:00","Regular","PHO","SAC","Home",26,23,"Eric Lewis"
"16159",2802,"2013-11-20","21:30","Regular","DAL","HOU","Home",26,23,"Steven Anderson"
"16160",2804,"2013-11-20","22:30","Regular","GS","MEM","Home",20,17,"Derrick Collins"
"16161",2806,"2013-11-21","20:00","Regular","OKC","LAC","Home",17,20,"Derek Richardson"
"16162",2808,"2013-11-21","22:30","Regular","DEN","CHI","Home",17,18,"Josh Tiven"
"16163",2810,"2013-11-22","19:00","Regular","CHA","PHO","Home",28,25,"Tre Maddox"
"16164",2812,"2013-11-22","19:00","Regular","PHI","MIL","Home",26,23,"Kevin Scott"
"16165",2814,"2013-11-22","19:00","Regular","TOR","WAS","Home",20,22,"Kevin Cutler"
"16166",2816,"2013-11-22","19:30","Regular","BOS","IND","Home",16,13,"Brian Forte"
"16167",2818,"2013-11-22","19:30","Regular","DET","ATL","Home",16,14,"Marat Kogut"
"16168",2820,"2013-11-22","20:00","Regular","MEM","SA","Home",18,18,"Steven Anderson"
"16169",2822,"2013-11-22","20:00","Regular","MIN","BKN","Home",19,18,"Eric Dalen"
"16170",2824,"2013-11-22","20:00","Regular","NO","CLE","Home",20,26,"Ben Taylor"
"16171",2826,"2013-11-22","20:30","Regular","DAL","UTA","Home",17,22,"Mark Ayotte"
"16172",2828,"2013-11-22","22:00","Regular","POR","CHI","Home",18,17,"Derrick Collins"
"16173",2830,"2013-11-22","22:30","Regular","LAL","GS","Home",22,20,"Dick Bavetta"
"16174",2832,"2013-11-23","15:30","Regular","LAC","SAC","Home",26,33,"Sean Wright"
"16175",2834,"2013-11-23","19:00","Regular","IND","PHI","Home",21,27,"Steven Anderson"
"16176",2836,"2013-11-23","19:00","Regular","WAS","NY","Home",18,24,"Tre Maddox"
"16177",2838,"2013-11-23","19:30","Regular","ATL","BOS","Home",26,14,"Olandis Poole"
"16178",2840,"2013-11-23","19:30","Regular","MIA","ORL","Home",19,23,"Ben Taylor"
"16179",2842,"2013-11-23","20:00","Regular","HOU","MIN","Home",16,13,"Brent Barnaky"
"16180",2844,"2013-11-23","20:30","Regular","MIL","CHA","Home",21,13,"Kevin Cutler"
"16181",2846,"2013-11-23","20:30","Regular","SA","CLE","Home",17,21,"Karl Lane"
"16182",2848,"2013-11-23","21:00","Regular","DEN","DAL","Home",18,19,"Matt Boland"
"16183",2850,"2013-11-23","22:30","Regular","GS","POR","Home",31,22,"Josh Tiven"
"16184",2852,"2013-11-24","14:00","Regular","BKN","DET","Home",28,19,"Nick Buchert"
"16185",2854,"2013-11-24","15:30","Regular","LAC","CHI","Home",23,18,"Dick Bavetta"
"16186",2856,"2013-11-24","18:00","Regular","ORL","PHO","Home",15,14,"Kevin Scott"
"16187",2858,"2013-11-24","19:00","Regular","OKC","UTA","Home",24,19,"Haywoode Workman"
"16188",2860,"2013-11-24","21:30","Regular","LAL","SAC","Home",17,17,"Josh Tiven"
"16189",2862,"2013-11-25","19:00","Regular","CHA","BOS","Home",15,24,"Marat Kogut"
"16190",2864,"2013-11-25","19:00","Regular","IND","MIN","Home",24,18,"Tre Maddox"
"16191",2866,"2013-11-25","19:30","Regular","DET","MIL","Home",24,20,"Kane Fitzgerald"
"16192",2868,"2013-11-25","19:30","Regular","MIA","PHO","Home",17,18,"Dedric Taylor"
"16193",2870,"2013-11-25","20:00","Regular","MEM","HOU","Home",22,20,"Karl Lane"
"16194",2872,"2013-11-25","20:30","Regular","DAL","DEN","Home",22,24,"Haywoode Workman"
"16195",2874,"2013-11-25","20:30","Regular","SA","NO","Home",18,18,"Olandis Poole"
"16196",2876,"2013-11-25","21:00","Regular","UTA","CHI","Home",25,26,"J.T. Orr"
"16197",2878,"2013-11-25","22:00","Regular","POR","NY","Home",15,17,"Violet Palmer"
"16198",2880,"2013-11-26","19:00","Regular","TOR","BKN","Home",24,18,"Kevin Scott"
"16199",2882,"2013-11-26","19:00","Regular","WAS","LAL","Home",14,19,"Steven Anderson"
"16200",2884,"2013-11-26","19:30","Regular","ATL","ORL","Home",19,20,"Eric Dalen"
"16201",2886,"2013-11-26","20:00","Regular","NO","GS","Home",21,14,"Curtis Blair"
"16202",2888,"2013-11-27","19:00","Regular","CHA","IND","Home",27,23,"Dick Bavetta"
"16203",2890,"2013-11-27","19:00","Regular","ORL","PHI","Home",16,15,"Tre Maddox"
"16204",2892,"2013-11-27","19:30","Regular","BOS","MEM","Home",20,18,"Nick Buchert"
"16205",2894,"2013-11-27","19:30","Regular","BKN","LAL","Home",23,24,"Marat Kogut"
"16206",2896,"2013-11-27","19:30","Regular","CLE","MIA","Home",18,19,"Ed Malloy"
"16207",2898,"2013-11-27","19:30","Regular","DET","CHI","Home",19,15,"Brian Forte"
"16208",2900,"2013-11-27","20:00","Regular","HOU","ATL","Home",17,24,"Curtis Blair"
"16209",2902,"2013-11-27","20:00","Regular","MIL","WAS","Home",20,9,"Eli Roe"
"16210",2904,"2013-11-27","20:00","Regular","MIN","DEN","Home",20,25,"Olandis Poole"
"16211",2906,"2013-11-27","20:00","Regular","OKC","SA","Home",17,16,"James Williams"
"16212",2908,"2013-11-27","20:30","Regular","DAL","GS","Home",22,15,"Karl Lane"
"16213",2910,"2013-11-27","21:00","Regular","PHO","POR","Home",22,20,"J.T. Orr"
"16214",2912,"2013-11-27","22:30","Regular","LAC","NY","Home",17,27,"Kevin Cutler"
"16215",2914,"2013-11-29","19:00","Regular","CHA","MIL","Home",17,22,"Ben Taylor"
"16216",2916,"2013-11-29","19:00","Regular","ORL","SA","Home",13,12,"Curtis Blair"
"16217",2918,"2013-11-29","19:00","Regular","TOR","MIA","Home",18,30,"Brian Forte"
"16218",2920,"2013-11-29","19:30","Regular","ATL","DAL","Home",16,21,"Marat Kogut"
"16219",2922,"2013-11-29","19:30","Regular","BOS","CLE","Home",22,21,"James Williams"
"16220",2924,"2013-11-29","19:30","Regular","DET","LAL","Home",22,21,"Kevin Scott"
"16221",2926,"2013-11-29","20:00","Regular","HOU","BKN","Home",18,14,"Violet Palmer"
"16222",2928,"2013-11-29","20:00","Regular","OKC","GS","Home",22,28,"Eric Dalen"
"16223",2930,"2013-11-29","20:00","Regular","IND","WAS","Home",15,12,"Brent Barnaky"
"16224",2932,"2013-11-29","20:00","Regular","PHI","NO","Home",19,21,"Eli Roe"
"16225",2934,"2013-11-29","21:00","Regular","DEN","NY","Home",23,24,"Sean Wright"
"16226",2936,"2013-11-29","21:00","Regular","UTA","PHO","Home",18,17,"Justin Van Duyne"
"16227",2938,"2013-11-29","22:00","Regular","SAC","LAC","Home",33,16,"J.T. Orr"
"16228",2940,"2013-11-30","19:00","Regular","WAS","ATL","Home",20,18,"Dedric Taylor"
"16229",2942,"2013-11-30","19:30","Regular","CLE","CHI","Home",18,22,"Nick Buchert"
"16230",2944,"2013-11-30","20:00","Regular","MEM","BKN","Home",19,10,"Dick Bavetta"
"16231",2946,"2013-11-30","20:30","Regular","DAL","MIN","Home",26,9,"Ben Taylor"
"16232",2948,"2013-11-30","20:30","Regular","SA","HOU","Home",19,18,"Tom Washington"
"16233",2950,"2013-11-30","21:00","Regular","PHO","UTA","Home",28,23,"Scott Twardoski"
"16234",2952,"2013-11-30","21:00","Regular","MIL","BOS","Home",16,21,"James Capers"
"16235",2954,"2013-12-01","13:00","Regular","TOR","DEN","Home",20,22,"Brent Barnaky"
"16236",2956,"2013-12-01","15:30","Regular","LAC","IND","Home",23,25,"Justin Van Duyne"
"16237",2958,"2013-12-01","15:30","Regular","DET","PHI","Home",20,27,"Steven Anderson"
"16238",2960,"2013-12-01","18:00","Regular","SAC","GS","Home",25,25,"Brenda Pantoja"
"16239",2962,"2013-12-01","18:00","Regular","MIA","CHA","Home",19,20,"Mark Ayotte"
"16240",2964,"2013-12-01","19:00","Regular","OKC","MIN","Home",22,14,"Violet Palmer"
"16241",2966,"2013-12-01","19:30","Regular","NY","NO","Home",23,19,"Marat Kogut"
"16242",2968,"2013-12-01","21:30","Regular","LAL","POR","Home",21,19,"Kevin Cutler"
"16243",2970,"2013-12-02","19:00","Regular","WAS","ORL","Home",22,24,"Josh Tiven"
"16244",2972,"2013-12-02","20:00","Regular","CHI","NO","Home",23,34,"Mark Lindsay"
"16245",2974,"2013-12-02","20:30","Regular","SA","ATL","Home",10,19,"Dick Bavetta"
"16246",2976,"2013-12-02","21:00","Regular","UTA","HOU","Home",18,19,"Brian Forte"
"16247",2978,"2013-12-02","22:00","Regular","POR","IND","Home",20,28,"David Guthrie"
"16248",2980,"2013-12-03","19:00","Regular","PHI","ORL","Home",27,27,"James Williams"
"16249",2982,"2013-12-03","19:30","Regular","BOS","MIL","Home",23,17,"J.T. Orr"
"16250",2984,"2013-12-03","19:30","Regular","BKN","DEN","Home",19,23,"Josh Tiven"
"16251",2986,"2013-12-03","19:30","Regular","MIA","DET","Home",18,19,"Eli Roe"
"16252",2988,"2013-12-03","20:00","Regular","MEM","PHO","Home",19,17,"Ed Malloy"
"16253",2990,"2013-12-03","20:30","Regular","DAL","CHA","Home",18,18,"Kevin Scott"
"16254",2992,"2013-12-03","22:00","Regular","SAC","OKC","Home",18,20,"Scott Twardoski"
"16255",2994,"2013-12-03","22:30","Regular","GS","TOR","Home",16,25,"Marat Kogut"
"16256",2996,"2013-12-04","19:00","Regular","CLE","DEN","Home",10,22,"Olandis Poole"
"16257",2998,"2013-12-04","19:30","Regular","ATL","LAC","Home",22,16,"Sean Wright"
"16258",3000,"2013-12-04","20:00","Regular","HOU","PHO","Home",20,23,"Dick Bavetta"
"16259",3002,"2013-12-04","20:00","Regular","MIL","DET","Home",29,21,"Violet Palmer"
"16260",3004,"2013-12-04","20:00","Regular","NO","DAL","Home",17,16,"Dedric Taylor"
"16261",3006,"2013-12-04","21:00","Regular","UTA","IND","Home",20,17,"Marat Kogut"
"16262",3008,"2013-12-04","22:00","Regular","POR","OKC","Home",16,23,"Curtis Blair"
"16263",3010,"2013-12-05","19:00","Regular","BKN","NY","Home",25,29,"Matt Boland"
"16264",3012,"2013-12-05","20:00","Regular","MEM","LAC","Home",19,24,"Kane Fitzgerald"
"16265",3014,"2013-12-05","21:30","Regular","CHI","MIA","Home",20,25,"Josh Tiven"
"16266",3016,"2013-12-06","19:00","Regular","CHA","PHI","Home",15,20,"Zach Zarba"
"16267",3018,"2013-12-06","19:00","Regular","WAS","MIL","Home",26,25,"Nick Buchert"
"16268",3020,"2013-12-06","19:30","Regular","ATL","CLE","Home",18,11,"J.T. Orr"
"16269",3022,"2013-12-06","19:30","Regular","BOS","DEN","Home",18,19,"Scott Twardoski"
"16270",3024,"2013-12-06","19:30","Regular","NY","ORL","Home",20,19,"Mark Lindsay"
"16271",3026,"2013-12-06","20:00","Regular","HOU","GS","Home",21,27,"Kevin Cutler"
"16272",3028,"2013-12-06","20:00","Regular","NO","OKC","Home",21,22,"Haywoode Workman"
"16273",3030,"2013-12-06","21:00","Regular","PHO","TOR","Home",27,26,"Curtis Blair"
"16274",3032,"2013-12-06","22:00","Regular","POR","UTA","Home",17,22,"Steven Anderson"
"16275",3034,"2013-12-06","22:00","Regular","SAC","LAL","Home",19,20,"Brian Forte"
"16276",3036,"2013-12-07","19:00","Regular","PHI","DEN","Home",24,17,"Ben Taylor"
"16277",3038,"2013-12-07","19:30","Regular","CLE","LAC","Home",21,21,"Eric Dalen"
"16278",3040,"2013-12-07","20:00","Regular","CHI","DET","Home",11,20,"David Guthrie"
"16279",3042,"2013-12-07","20:00","Regular","MEM","GS","Home",10,20,"Eli Roe"
"16280",3044,"2013-12-07","20:00","Regular","MIN","MIA","Home",15,28,"Kevin Scott"
"16281",3046,"2013-12-07","20:30","Regular","MIL","BKN","Home",19,21,"Brent Barnaky"
"16282",3048,"2013-12-07","20:30","Regular","SA","IND","Home",21,16,"Kevin Cutler"
"16283",3050,"2013-12-07","21:00","Regular","UTA","SAC","Home",32,26,"Curtis Blair"
"16284",3052,"2013-12-07","22:00","Regular","POR","DAL","Home",13,21,"Marat Kogut"
"16285",3054,"2013-12-08","12:30","Regular","NY","BOS","Home",18,19,"Derek Richardson"
"16286",3056,"2013-12-08","18:00","Regular","DET","MIA","Home",21,18,"Scott Twardoski"
"16287",3058,"2013-12-08","19:00","Regular","HOU","ORL","Home",20,29,"Haywoode Workman"
"16288",3060,"2013-12-08","19:00","Regular","OKC","IND","Home",24,18,"J.T. Orr"
"16289",3062,"2013-12-08","21:30","Regular","LAL","TOR","Home",23,18,"Steven Anderson"
"16290",3064,"2013-12-09","19:00","Regular","CHA","GS","Home",16,24,"Matt Boland"
"16291",3066,"2013-12-09","19:00","Regular","PHI","LAC","Home",26,22,"James Capers"
"16292",3068,"2013-12-09","19:00","Regular","WAS","DEN","Home",16,16,"Ron Garretson"
"16293",3070,"2013-12-09","20:00","Regular","MEM","ORL","Home",21,15,"Scott Twardoski"
"16294",3072,"2013-12-09","21:00","Regular","UTA","POR","Home",15,19,"Ben Taylor"
"16295",3074,"2013-12-09","22:00","Regular","SAC","DAL","Home",23,25,"Justin Van Duyne"
"16296",3076,"2013-12-10","19:00","Regular","CLE","NY","Home",13,19,"Dick Bavetta"
"16297",3078,"2013-12-10","19:00","Regular","IND","MIA","Home",21,21,"Nick Buchert"
"16298",3080,"2013-12-10","19:00","Regular","TOR","SA","Home",18,18,"Kane Fitzgerald"
"16299",3082,"2013-12-10","19:30","Regular","ATL","OKC","Home",22,19,"Eli Roe"
"16300",3084,"2013-12-10","19:30","Regular","BKN","BOS","Home",16,22,"Kevin Scott"
"16301",3086,"2013-12-10","19:30","Regular","DET","MIN","Home",24,16,"Josh Tiven"
"16302",3088,"2013-12-10","20:00","Regular","CHI","MIL","Home",23,16,"Haywoode Workman"
"16303",3090,"2013-12-10","22:30","Regular","LAL","PHO","Home",20,22,"Karl Lane"
"16304",3092,"2013-12-11","19:00","Regular","CHA","ORL","Home",14,17,"Eli Roe"
"16305",3094,"2013-12-11","19:30","Regular","BOS","LAC","Home",23,17,"Curtis Blair"
"16306",3096,"2013-12-11","20:00","Regular","MEM","OKC","Home",25,27,"Brent Barnaky"
"16307",3098,"2013-12-11","20:00","Regular","MIL","SA","Home",18,21,"Justin Van Duyne"
"16308",3100,"2013-12-11","20:00","Regular","MIN","PHI","Home",15,25,"Dan Crawford"
"16309",3102,"2013-12-11","20:00","Regular","NO","DET","Home",22,19,"James Williams"
"16310",3104,"2013-12-11","20:00","Regular","NY","CHI","Home",21,19,"Brian Forte"
"16311",3106,"2013-12-11","22:00","Regular","SAC","UTA","Home",20,27,"Kevin Cutler"
"16312",3108,"2013-12-11","22:30","Regular","GS","DAL","Home",18,15,"Ben Taylor"
"16313",3110,"2013-12-12","20:00","Regular","BKN","LAC","Home",31,20,"Derek Richardson"
"16314",3112,"2013-12-12","22:30","Regular","POR","HOU","Home",20,23,"Karl Lane"
"16315",3114,"2013-12-13","19:00","Regular","IND","CHA","Home",21,19,"Kevin Scott"
"16316",3116,"2013-12-13","19:00","Regular","ORL","CLE","Home",21,16,"Nick Buchert"
"16317",3118,"2013-12-13","19:00","Regular","TOR","PHI","Home",19,18,"Olandis Poole"
"16318",3120,"2013-12-13","19:30","Regular","ATL","WAS","Home",14,20,"Steven Anderson"
"16319",3122,"2013-12-13","19:30","Regular","BOS","NY","Home",19,19,"Josh Tiven"
"16320",3124,"2013-12-13","19:30","Regular","DET","BKN","Home",21,25,"Justin Van Duyne"
"16321",3126,"2013-12-13","20:00","Regular","NO","MEM","Home",12,17,"Dick Bavetta"
"16322",3128,"2013-12-13","20:00","Regular","OKC","LAL","Home",25,17,"Kevin Cutler"
"16323",3130,"2013-12-13","20:30","Regular","MIL","CHI","Home",19,22,"Kane Fitzgerald"
"16324",3132,"2013-12-13","20:30","Regular","SA","MIN","Home",18,12,"Brian Forte"
"16325",3134,"2013-12-13","21:00","Regular","DEN","UTA","Home",23,21,"Ed Malloy"
"16326",3136,"2013-12-13","21:00","Regular","PHO","SAC","Home",20,22,"Ben Taylor"
"16327",3138,"2013-12-13","22:30","Regular","GS","HOU","Home",30,23,"J.T. Orr"
"16328",3140,"2013-12-14","19:00","Regular","CHA","LAL","Home",16,11,"Eric Dalen"
"16329",3142,"2013-12-14","19:00","Regular","WAS","LAC","Home",26,20,"Brent Barnaky"
"16330",3144,"2013-12-14","19:30","Regular","MIA","CLE","Home",21,20,"Brian Forte"
"16331",3146,"2013-12-14","19:30","Regular","NY","ATL","Home",16,24,"James Williams"
"16332",3148,"2013-12-14","20:00","Regular","CHI","TOR","Home",20,17,"Kevin Scott"
"16333",3150,"2013-12-14","20:00","Regular","PHI","POR","Home",15,16,"Marat Kogut"
"16334",3152,"2013-12-14","20:30","Regular","DAL","MIL","Home",18,15,"David Guthrie"
"16335",3154,"2013-12-14","21:00","Regular","UTA","SA","Home",17,15,"Violet Palmer"
"16336",3156,"2013-12-15","18:00","Regular","SAC","HOU","Home",25,26,"Scott Twardoski"
"16337",3158,"2013-12-15","18:00","Regular","MEM","MIN","Home",20,17,"Curtis Blair"
"16338",3160,"2013-12-15","18:00","Regular","DET","POR","Home",22,21,"Dick Bavetta"
"16339",3162,"2013-12-15","19:00","Regular","OKC","ORL","Home",19,18,"Steven Anderson"
"16340",3164,"2013-12-15","20:00","Regular","DEN","NO","Home",24,23,"J.T. Orr"
"16341",3166,"2013-12-15","20:00","Regular","PHO","GS","Home",24,25,"Matt Boland"
"16342",3168,"2013-12-16","19:00","Regular","IND","DET","Home",20,20,"Kevin Cutler"
"16343",3170,"2013-12-16","19:30","Regular","ATL","LAL","Home",18,16,"Curtis Blair"
"16344",3172,"2013-12-16","19:30","Regular","BOS","MIN","Home",25,20,"Sean Wright"
"16345",3174,"2013-12-16","19:30","Regular","BKN","PHI","Home",20,24,"Violet Palmer"
"16346",3176,"2013-12-16","19:30","Regular","MIA","UTA","Home",14,20,"James Capers"
"16347",3178,"2013-12-16","19:30","Regular","NY","WAS","Home",20,25,"Kevin Scott"
"16348",3180,"2013-12-16","20:00","Regular","CHI","ORL","Home",20,20,"Karl Lane"
"16349",3182,"2013-12-16","22:30","Regular","LAC","SA","Home",20,27,"Bill Spooner"
"16350",3184,"2013-12-17","19:00","Regular","CHA","SAC","Home",26,23,"Lauren Holtkamp"
"16351",3186,"2013-12-17","19:00","Regular","CLE","POR","Home",17,16,"Kane Fitzgerald"
"16352",3188,"2013-12-17","20:00","Regular","MEM","LAL","Home",18,18,"Marat Kogut"
"16353",3190,"2013-12-17","21:00","Regular","DEN","OKC","Home",20,22,"Scott Twardoski"
"16354",3192,"2013-12-17","22:30","Regular","GS","NO","Home",23,20,"Mark Lindsay"
"16355",3194,"2013-12-18","19:00","Regular","MIA","IND","Home",20,21,"Josh Tiven"
"16356",3196,"2013-12-18","19:00","Regular","ORL","UTA","Home",18,17,"Curtis Blair"
"16357",3198,"2013-12-18","19:00","Regular","TOR","CHA","Home",28,24,"Bill Kennedy"
"16358",3200,"2013-12-18","19:30","Regular","ATL","SAC","Home",21,20,"Dick Bavetta"
"16359",3202,"2013-12-18","19:30","Regular","BOS","DET","Home",20,18,"Haywoode Workman"
"16360",3204,"2013-12-18","19:30","Regular","BKN","WAS","Home",24,22,"Nick Buchert"
"16361",3206,"2013-12-18","20:00","Regular","MIL","NY","Home",25,31,"J.T. Orr"
"16362",3208,"2013-12-18","20:00","Regular","MIN","POR","Home",19,27,"Ben Taylor"
"16363",3210,"2013-12-18","20:30","Regular","DAL","MEM","Home",16,25,"James Capers"
"16364",3212,"2013-12-18","21:00","Regular","PHO","SA","Home",24,17,"Mark Lindsay"
"16365",3214,"2013-12-18","21:30","Regular","HOU","CHI","Home",22,19,"Eric Dalen"
"16366",3216,"2013-12-18","22:30","Regular","LAC","NO","Home",16,22,"Scott Twardoski"
"16367",3218,"2013-12-19","20:00","Regular","OKC","CHI","Home",27,16,"Eric Lewis"
"16368",3220,"2013-12-19","22:30","Regular","GS","SA","Home",21,11,"Brent Barnaky"
"16369",3222,"2013-12-20","19:00","Regular","PHI","BKN","Home",21,18,"Brian Forte"
"16370",3224,"2013-12-20","19:30","Regular","ATL","UTA","Home",20,17,"Ben Taylor"
"16371",3226,"2013-12-20","19:30","Regular","CLE","MIL","Home",22,23,"Tony Brown"
"16372",3228,"2013-12-20","19:30","Regular","DET","CHA","Home",17,17,"J.T. Orr"
"16373",3230,"2013-12-20","19:30","Regular","MIA","SAC","Home",16,16,"Dedric Taylor"
"16374",3232,"2013-12-20","20:00","Regular","IND","HOU","Home",21,18,"Dan Crawford"
"16375",3234,"2013-12-20","20:30","Regular","DAL","TOR","Home",17,14,"Karl Lane"
"16376",3236,"2013-12-20","21:00","Regular","DEN","PHO","Home",27,20,"Josh Tiven"
"16377",3238,"2013-12-20","22:30","Regular","LAL","MIN","Home",19,16,"Kevin Scott"
"16378",3240,"2013-12-21","12:30","Regular","NY","MEM","Home",15,16,"Bennett Salvatore"
"16379",3242,"2013-12-21","13:00","Regular","BOS","WAS","Home",14,19,"James Capers"
"16380",3244,"2013-12-21","19:00","Regular","CHA","UTA","Home",17,18,"Dick Bavetta"
"16381",3246,"2013-12-21","19:00","Regular","ORL","SAC","Home",24,23,"Marat Kogut"
"16382",3248,"2013-12-21","19:30","Regular","DET","HOU","Home",17,19,"Olandis Poole"
"16383",3250,"2013-12-21","20:00","Regular","CHI","CLE","Home",14,20,"Ben Taylor"
"16384",3252,"2013-12-21","20:30","Regular","MIL","PHI","Home",20,22,"Eric Dalen"
"16385",3254,"2013-12-21","20:30","Regular","SA","OKC","Home",18,23,"James Williams"
"16386",3256,"2013-12-21","21:00","Regular","PHO","DAL","Home",22,15,"Kevin Scott"
"16387",3258,"2013-12-21","22:00","Regular","POR","NO","Home",21,21,"Brent Barnaky"
"16388",3260,"2013-12-21","22:30","Regular","GS","LAL","Home",24,18,"Josh Tiven"
"16389",3262,"2013-12-21","22:30","Regular","LAC","DEN","Home",20,26,"Kevin Cutler"
"16390",3264,"2013-12-22","18:00","Regular","IND","BOS","Home",18,22,"Karl Lane"
"16391",3266,"2013-12-22","19:00","Regular","OKC","TOR","Home",28,29,"Brian Forte"
"16392",3268,"2013-12-22","21:30","Regular","LAC","MIN","Home",23,23,"Haywoode Workman"
"16393",3270,"2013-12-23","19:00","Regular","CHA","MIL","Home",17,23,"James Capers"
"16394",3272,"2013-12-23","19:00","Regular","CLE","DET","Home",16,20,"Eric Dalen"
"16395",3274,"2013-12-23","19:00","Regular","ORL","NY","Home",21,21,"Karl Lane"
