"","gmDate","gmTime","seasTyp","teamAbbr","opptAbbr","teamLoc","teamPF","opptPF","offN1","offN2","offN3"
"13552","2018-01-13","02:00","Regular","DAL","LAL","Home",17,31,"Kevin Scott","Marc Davis","Matt Boland"
"13554","2018-01-13","03:30","Regular","LAC","SAC","Home",22,24,"Mark Lindsay","Aaron Smith","Tom Washington"
"13556","2018-01-13","05:00","Regular","CHA","OKC","Home",15,22,"John Goble","Haywoode Workman","Dedric Taylor"
"13558","2018-01-13","07:00","Regular","WAS","BKN","Home",19,22,"James Williams","Scott Wall","Joe DeRosa"
"13560","2018-01-13","07:30","Regular","TOR","GS","Home",23,20,"Gediminas Petraitis","Courtney Kirkland","Tony Brothers"
"13562","2018-01-13","08:00","Regular","CHI","DET","Home",11,11,"Kevin Cutler","Ed Malloy","Ray Acosta"
"13564","2018-01-13","08:30","Regular","SA","DEN","Home",17,16,"Karl Lane","Tyler Ford","Eric Lewis"
"13566","2018-01-14","01:00","Regular","MIA","MIL","Home",18,23,"Ben Taylor","C.J. Washington","Bill Kennedy"
"13568","2018-01-14","03:30","Regular","NY","NO","Home",27,17,"Ron Garretson","Bill Spooner","Justin Van Duyne"
"13570","2018-01-14","08:00","Regular","PHO","IND","Home",16,22,"Kane Fitzgerald","Brett Nansel","Mark Ayotte"
"13572","2018-01-14","09:00","Regular","MIN","POR","Home",17,27,"Nick Buchert","Curtis Blair","James Capers"
"13574","2018-01-15","01:00","Regular","PHI","TOR","Home",28,31,"John Goble","Dedric Taylor","Leroy Richardson"
"13576","2018-01-15","02:00","Regular","WAS","MIL","Home",22,25,"Haywoode Workman","Courtney Kirkland","Marc Davis"
"13578","2018-01-15","03:00","Regular","ATL","SA","Home",23,13,"Sean Corbin","Jason Phillips","Derek Richardson"
"13580","2018-01-15","03:00","Regular","BKN","NY","Home",23,24,"Brian Forte","Karl Lane","Ray Acosta"
"13582","2018-01-15","03:00","Regular","OKC","SAC","Home",19,28,"Gediminas Petraitis","Ken Mauer","Matt Boland"
"13584","2018-01-15","03:30","Regular","CHI","MIA","Home",23,19,"Sean Wright","J.T. Orr","Scott Wall"
"13586","2018-01-15","05:30","Regular","MEM","LAL","Home",26,23,"James Williams","Scott Twardoski","Brent Barnaky"
"13588","2018-01-15","08:00","Regular","CLE","GS","Home",22,23,"Marat Kogut","Scott Foster","Eric Lewis"
"13590","2018-01-15","09:00","Regular","UTA","IND","Home",12,18,"Mark Lindsay","Aaron Smith","Tom Washington"
"13592","2018-01-15","10:30","Regular","LAC","HOU","Home",17,21,"Bennie Adams","Michael Smith","Mike Callahan"
"13594","2018-01-15","12:30","Regular","DET","CHA","Home",24,11,"Lauren Holtkamp","Tyler Ford","Derrick Stafford"
"13596","2018-01-16","07:00","Regular","ORL","MIN","Home",15,21,"Brent Barnaky","Mitchell Ervin","Bill Kennedy"
"13598","2018-01-16","07:30","Regular","BOS","NO","Home",24,14,"Sean Wright","Kevin Scott","Lauren Holtkamp"
"13600","2018-01-16","09:00","Regular","DEN","DAL","Home",23,24,"Rodney Mott","Tony Brothers","Jonathan Sterling"
"13602","2018-01-16","10:00","Regular","POR","PHO","Home",16,15,"Jacyn Goble","Kevin Cutler","Ed Malloy"
"13604","2018-01-17","07:00","Regular","CHA","WAS","Home",18,23,"C.J. Washington","Zach Zarba","Derrick Collins"
"13606","2018-01-17","07:30","Regular","ATL","NO","Home",22,20,"J.T. Orr","Karl Lane","Bill Kennedy"
"13608","2018-01-17","07:30","Regular","BKN","SA","Home",28,20,"Ben Taylor","Scott Foster","Justin Van Duyne"
"13610","2018-01-17","07:30","Regular","TOR","DET","Home",20,20,"James Williams","Scott Wall","Derek Richardson"
"13612","2018-01-17","08:00","Regular","CHI","GS","Home",19,16,"Scott Twardoski","Ron Garretson","Mark Ayotte"
"13614","2018-01-17","08:00","Regular","MEM","NY","Home",19,15,"Pat Fraher","Derrick Stafford","Joe DeRosa"
"13616","2018-01-17","08:00","Regular","MIL","MIA","Home",25,28,"Marat Kogut","Dedric Taylor","Jason Phillips"
"13618","2018-01-17","08:00","Regular","OKC","LAL","Home",14,15,"Courtney Kirkland","Leon Wood","James Capers"
"13620","2018-01-17","10:00","Regular","SAC","UTA","Home",21,20,"Kevin Cutler","Michael Smith","Mike Callahan"
"13622","2018-01-17","10:30","Regular","LAC","DEN","Home",16,25,"Jacyn Goble","Gary Zielinski","Ed Malloy"
"13624","2018-01-18","07:00","Regular","BOS","PHI","Home",20,20,"Aaron Smith","Sean Corbin","Bill Spooner"
"13626","2018-01-18","07:00","Regular","CLE","ORL","Home",21,22,"David Guthrie","Kane Fitzgerald","Scott Twardoski"
"13628","2018-01-18","09:30","Regular","HOU","MIN","Home",15,16,"Tre Maddox","Pat Fraher","Zach Zarba"
"13630","2018-01-18","10:00","Regular","POR","IND","Home",11,16,"Rodney Mott","Tony Brothers","Jonathan Sterling"
"13632","2018-01-19","07:00","Regular","TOR","SA","Home",19,13,"Brent Barnaky","Ken Mauer","Joe DeRosa"
"13634","2018-01-19","07:30","Regular","BKN","MIA","Home",18,22,"David Guthrie","Tom Washington","Derek Richardson"
"13636","2018-01-19","08:00","Regular","DET","WAS","Home",22,20,"Josh Tiven","Bill Kennedy","Justin Van Duyne"
"13638","2018-01-19","08:00","Regular","MEM","SAC","Home",17,20,"John Goble","Ron Garretson","Leroy Richardson"
"13640","2018-01-19","09:00","Regular","DEN","PHO","Home",20,21,"C.J. Washington","Courtney Kirkland","Bennie Adams"
"13642","2018-01-19","10:30","Regular","LAL","IND","Home",17,18,"Jacyn Goble","Mike Callahan","Eric Lewis"
"13644","2018-01-19","10:30","Regular","UTA","NY","Home",20,26,"Rodney Mott","Leon Wood","Ed Malloy"
"13646","2018-01-20","03:30","Regular","CLE","OKC","Home",18,23,"Brian Forte","Tyler Ford","Marc Davis"
"13648","2018-01-20","05:00","Regular","ATL","CHI","Home",21,23,"Nick Buchert","Mitchell Ervin","Zach Zarba"
"13650","2018-01-20","07:00","Regular","CHA","MIA","Home",12,17,"Scott Twardoski","Ron Garretson","Gary Zielinski"
"13652","2018-01-20","07:00","Regular","NO","MEM","Home",15,29,"Dedric Taylor","Matt Boland","James Capers"
"13654","2018-01-20","07:30","Regular","PHI","MIL","Home",18,20,"Jason Goldenberg","Sean Wright","Mark Ayotte"
"13656","2018-01-20","08:30","Regular","HOU","GS","Home",18,24,"Kevin Scott","Jason Phillips","Derrick Collins"
"13658","2018-01-20","09:00","Regular","MIN","TOR","Home",20,30,"Haywoode Workman","Scott Foster","Sean Corbin"
"13660","2018-01-20","09:00","Regular","UTA","LAC","Home",29,24,"Karl Lane","Tony Brothers","Jonathan Sterling"
"13662","2018-01-20","10:00","Regular","POR","DAL","Home",23,21,"James Williams","C.J. Washington","Eric Lewis"
"13664","2018-01-21","01:00","Regular","BOS","ORL","Home",18,19,"Ben Taylor","Leroy Richardson","Pat Fraher"
"13666","2018-01-21","03:30","Regular","LAL","NY","Home",18,20,"Kevin Cutler","J.T. Orr","Bennie Adams"
"13668","2018-01-21","04:00","Regular","DET","BKN","Home",19,18,"John Goble","Marat Kogut","Michael Smith"
"13670","2018-01-21","07:00","Regular","SA","IND","Home",14,15,"Gediminas Petraitis","Matt Boland","Bill Kennedy"
"13672","2018-01-22","07:00","Regular","CHA","SAC","Home",14,22,"Tre Maddox","Ben Taylor","Pat Fraher"
"13674","2018-01-22","07:30","Regular","ATL","UTA","Home",24,15,"John Goble","Marat Kogut","Courtney Kirkland"
"13676","2018-01-22","08:00","Regular","HOU","MIA","Home",15,18,"Jason Goldenberg","Leon Wood","James Capers"
"13678","2018-01-22","08:00","Regular","MEM","PHI","Home",26,28,"Mark Lindsay","Curtis Blair","Derrick Collins"
"13680","2018-01-22","08:00","Regular","MIL","PHO","Home",22,26,"Nick Buchert","Zach Zarba","Derek Richardson"
"13682","2018-01-22","08:00","Regular","NO","CHI","Home",28,32,"Kane Fitzgerald","Lauren Holtkamp","Tyler Ford"
"13684","2018-01-22","08:30","Regular","DAL","WAS","Home",21,18,"Jacyn Goble","David Guthrie","Brian Forte"
"13686","2018-01-22","09:00","Regular","DEN","POR","Home",20,22,"Karl Lane","Scott Wall","Marc Davis"
"13688","2018-01-22","10:30","Regular","LAC","MIN","Home",27,22,"James Williams","C.J. Washington","Eric Lewis"
"13690","2018-01-23","07:00","Regular","ORL","SAC","Home",17,15,"Brian Forte","Tyler Ford","Joe DeRosa"
"13692","2018-01-23","08:00","Regular","OKC","BKN","Home",18,25,"Leroy Richardson","Sean Corbin","Jason Phillips"
"13694","2018-01-23","08:00","Regular","SA","CLE","Home",19,14,"Mark Lindsay","Dedric Taylor","Tom Washington"
"13696","2018-01-23","10:30","Regular","GS","NY","Home",16,20,"James Williams","Brent Barnaky","Brett Nansel"
"13698","2018-01-23","10:30","Regular","LAL","BOS","Home",16,25,"Gediminas Petraitis","Marc Davis","Matt Boland"
"13700","2018-01-24","07:00","Regular","CHA","NO","Home",23,19,"David Guthrie","Josh Tiven","Joe DeRosa"
"13702","2018-01-24","07:00","Regular","DET","UTA","Home",16,15,"Ken Mauer","Pat Fraher","Ray Acosta"
"13704","2018-01-24","07:00","Regular","IND","PHO","Home",24,26,"Jason Goldenberg","Derrick Stafford","Tony Brown"
"13706","2018-01-24","07:00","Regular","PHI","CHI","Home",20,15,"Tre Maddox","Gary Zielinski","Mike Callahan"
"13708","2018-01-24","07:30","Regular","ATL","TOR","Home",21,22,"Ben Taylor","Bennie Adams","Derrick Collins"
"13710","2018-01-24","08:00","Regular","DAL","HOU","Home",21,19,"Aaron Smith","Michael Smith","Bill Kennedy"
"13712","2018-01-24","08:00","Regular","MEM","SA","Home",25,19,"Kane Fitzgerald","Courtney Kirkland","Leon Wood"
"13714","2018-01-24","10:00","Regular","POR","MIN","Home",16,14,"Brent Barnaky","Gediminas Petraitis","Bill Spooner"
"13716","2018-01-24","10:30","Regular","LAC","BOS","Home",15,28,"Sean Wright","Rodney Mott","Scott Wall"
"13718","2018-01-25","07:30","Regular","MIA","SAC","Home",19,21,"David Guthrie","Haywoode Workman","Tom Washington"
"13720","2018-01-25","08:00","Regular","OKC","WAS","Home",15,25,"Kevin Cutler","Ron Garretson","Zach Zarba"
"13722","2018-01-25","09:00","Regular","DEN","NY","Home",20,20,"Nick Buchert","Dedric Taylor","Scott Foster"
"13724","2018-01-25","10:30","Regular","GS","MIN","Home",17,15,"Scott Twardoski","Marc Davis","Matt Boland"
"13726","2018-01-26","07:00","Regular","CHA","ATL","Home",25,26,"Karl Lane","Jason Phillips","Ray Acosta"
"13728","2018-01-26","07:30","Regular","CLE","IND","Home",11,15,"Gary Zielinski","Ken Mauer","Leon Wood"
"13730","2018-01-26","07:30","Regular","TOR","UTA","Home",18,16,"Jacyn Goble","Brian Forte","Mike Callahan"
"13732","2018-01-26","08:00","Regular","CHI","LAL","Home",25,23,"Brett Nansel","Michael Smith","Bill Spooner"
"13734","2018-01-26","08:00","Regular","MEM","LAC","Home",24,20,"Tre Maddox","Tony Brown","Bill Kennedy"
"13736","2018-01-26","08:00","Regular","MIL","BKN","Home",17,19,"Kane Fitzgerald","Aaron Smith","Eric Lewis"
"13738","2018-01-26","08:00","Regular","NO","HOU","Home",26,23,"John Goble","Kevin Scott","Pat Fraher"
"13740","2018-01-26","08:30","Regular","DAL","POR","Home",19,17,"J.T. Orr","Rodney Mott","Bennie Adams"
"13742","2018-01-26","08:30","Regular","SA","PHI","Home",14,20,"Brent Barnaky","James Capers","Justin Van Duyne"
"13744","2018-01-26","09:00","Regular","PHO","NY","Home",24,20,"Sean Wright","Gediminas Petraitis","Matt Boland"
"13746","2018-01-27","07:00","Regular","DET","OKC","Home",20,20,"David Guthrie","Mitchell Ervin","Tom Washington"
"13748","2018-01-27","07:00","Regular","IND","ORL","Home",24,18,"Ben Taylor","C.J. Washington","Zach Zarba"
"13750","2018-01-27","07:30","Regular","ATL","WAS","Home",15,21,"Pat Fraher","Scott Wall","Jonathan Sterling"
"13752","2018-01-27","07:30","Regular","MIA","CHA","Home",24,15,"James Williams","Leroy Richardson","Courtney Kirkland"
"13754","2018-01-27","08:30","Regular","GS","BOS","Home",17,23,"Nick Buchert","Dedric Taylor","Derrick Stafford"
"13756","2018-01-27","09:00","Regular","DEN","DAL","Home",21,15,"Sean Wright","Ron Garretson","Derek Richardson"
"13758","2018-01-27","09:00","Regular","MIN","BKN","Home",12,19,"Kevin Cutler","Tony Brothers","Joe DeRosa"
"13760","2018-01-28","03:30","Regular","CHI","MIL","Home",18,16,"Mark Lindsay","Derrick Collins","Justin Van Duyne"
"13762","2018-01-28","03:30","Regular","HOU","PHO","Home",21,29,"J.T. Orr","Brian Forte","Tyler Ford"
"13764","2018-01-28","04:00","Regular","NO","LAC","Home",20,19,"Curtis Blair","Bennie Adams","Jason Phillips"
"13766","2018-01-28","06:00","Regular","CLE","DET","Home",14,23,"Brett Nansel","Michael Smith","Bill Spooner"
"13768","2018-01-28","06:00","Regular","OKC","PHI","Home",25,26,"Aaron Smith","Scott Foster","Eric Lewis"
"13770","2018-01-28","06:00","Regular","TOR","LAL","Home",23,21,"Josh Tiven","Scott Twardoski","Rodney Mott"
"13772","2018-01-28","07:00","Regular","SA","SAC","Home",13,20,"Lauren Holtkamp","Gary Zielinski","Tony Brown"
"13774","2018-01-29","07:00","Regular","IND","CHA","Home",19,14,"John Goble","Haywoode Workman","Brent Barnaky"
"13776","2018-01-29","07:30","Regular","ATL","MIN","Home",18,18,"David Guthrie","Lauren Holtkamp","Tyler Ford"
"13778","2018-01-29","08:00","Regular","MEM","PHO","Home",27,20,"Karl Lane","Scott Wall","Mike Callahan"
"13780","2018-01-29","08:00","Regular","MIL","PHI","Home",19,17,"Josh Tiven","Scott Twardoski","Tony Brothers"
"13782","2018-01-29","08:30","Regular","DAL","MIA","Home",22,19,"Ben Taylor","Curtis Blair","Derrick Stafford"
"13784","2018-01-29","09:00","Regular","DEN","BOS","Home",14,19,"Kevin Cutler","Tre Maddox","James Capers"
"13786","2018-01-30","07:00","Regular","WAS","OKC","Home",28,24,"Jacyn Goble","Marat Kogut","Tony Brothers"
"13788","2018-01-30","07:30","Regular","NY","BKN","Home",13,21,"Ken Mauer","Leon Wood","Jonathan Sterling"
"13790","2018-01-30","07:30","Regular","TOR","MIN","Home",18,19,"Jason Goldenberg","Kevin Scott","Jason Phillips"
"13792","2018-01-30","08:00","Regular","DET","CLE","Home",27,22,"Kane Fitzgerald","Gediminas Petraitis","Derrick Collins"
"13794","2018-01-30","08:00","Regular","HOU","ORL","Home",15,22,"Dedric Taylor","Bennie Adams","Tony Brown"
"13796","2018-01-30","08:00","Regular","NO","SAC","Home",18,21,"Brett Nansel","Michael Smith","Bill Spooner"
"13798","2018-01-30","08:30","Regular","SA","DEN","Home",15,14,"Brian Forte","Leroy Richardson","Pat Fraher"
"13800","2018-01-30","09:00","Regular","UTA","GS","Home",22,16,"J.T. Orr","Ron Garretson","Mark Ayotte"
"13802","2018-01-30","10:30","Regular","LAC","POR","Home",17,21,"Mark Lindsay","Zach Zarba","Justin Van Duyne"
"13804","2018-01-31","07:00","Regular","IND","MEM","Home",15,22,"Sean Corbin","Ed Malloy","Joe DeRosa"
"13806","2018-01-31","07:00","Regular","ORL","LAL","Home",23,18,"Jacyn Goble","James Williams","Scott Wall"
"13808","2018-01-31","07:30","Regular","ATL","CHA","Home",16,21,"Josh Tiven","Scott Twardoski","Eric Lewis"
"13810","2018-01-31","07:30","Regular","BKN","PHI","Home",26,21,"Nick Buchert","Curtis Blair","Rodney Mott"
"13812","2018-01-31","07:30","Regular","CLE","MIA","Home",20,25,"Karl Lane","Mitchell Ervin","Scott Foster"
"13814","2018-01-31","08:00","Regular","BOS","NY","Home",22,17,"Marat Kogut","Mike Callahan","Derrick Collins"
"13816","2018-01-31","10:00","Regular","POR","CHI","Home",19,16,"Ron Garretson","Aaron Smith","Gary Zielinski"
"13818","2018-01-31","10:30","Regular","PHO","DAL","Home",29,18,"Mark Lindsay","Tre Maddox","James Capers"
"13820","2018-02-01","07:00","Regular","DET","MEM","Home",19,24,"Jason Goldenberg","Leroy Richardson","Rodney Mott"
"13822","2018-02-01","07:00","Regular","WAS","TOR","Home",21,26,"Haywoode Workman","Karl Lane","Tom Washington"
"13824","2018-02-01","08:00","Regular","MIN","MIL","Home",15,21,"Ken Mauer","Pat Fraher","Jonathan Sterling"
"13826","2018-02-01","08:00","Regular","SA","HOU","Home",12,16,"John Goble","Kevin Cutler","Mark Ayotte"
"13828","2018-02-01","10:30","Regular","DEN","OKC","Home",17,18,"Zach Zarba","Tony Brown","Justin Van Duyne"
"13830","2018-02-02","07:00","Regular","CHA","IND","Home",21,25,"Mitchell Ervin","Scott Foster","Michael Smith"
"13832","2018-02-02","07:30","Regular","BOS","ATL","Home",23,18,"Jacyn Goble","Brian Forte","Gediminas Petraitis"
"13834","2018-02-02","07:30","Regular","BKN","LAL","Home",18,18,"Jason Goldenberg","Dedric Taylor","Mike Callahan"
"13836","2018-02-02","07:30","Regular","TOR","POR","Home",23,15,"Marat Kogut","Curtis Blair","Tony Brothers"
"13838","2018-02-02","08:00","Regular","MIL","NY","Home",21,21,"David Guthrie","Haywoode Workman","Sean Corbin"
"13840","2018-02-02","08:00","Regular","PHI","MIA","Home",23,16,"Lauren Holtkamp","Jason Phillips","Derrick Collins"
"13842","2018-02-02","09:00","Regular","OKC","NO","Home",18,20,"Mark Lindsay","James Williams","Tyler Ford"
"13844","2018-02-02","09:00","Regular","PHO","UTA","Home",25,21,"Kane Fitzgerald","Kevin Scott","Brett Nansel"
"13846","2018-02-02","10:30","Regular","SAC","GS","Home",14,19,"Aaron Smith","Bennie Adams","Zach Zarba"
"13848","2018-02-03","03:30","Regular","LAC","CHI","Home",18,20,"Kevin Cutler","Leon Wood","Bill Spooner"
"13850","2018-02-03","07:00","Regular","DET","MIA","Home",12,14,"Jacyn Goble","Brian Forte","Dedric Taylor"
"13852","2018-02-03","07:00","Regular","IND","PHI","Home",19,21,"Gary Zielinski","Ken Mauer","Jonathan Sterling"
"13854","2018-02-03","07:00","Regular","ORL","WAS","Home",15,19,"Brent Barnaky","Lauren Holtkamp","Scott Foster"
"13856","2018-02-03","08:30","Regular","CLE","HOU","Home",16,19,"Josh Tiven","J.T. Orr","Tony Brothers"
"13858","2018-02-03","09:00","Regular","DEN","GS","Home",17,23,"Ben Taylor","Ed Malloy","Ray Acosta"
"13860","2018-02-03","09:00","Regular","MIN","NO","Home",13,11,"David Guthrie","C.J. Washington","Scott Wall"
"13862","2018-02-03","09:00","Regular","SA","UTA","Home",27,19,"James Williams","Eric Lewis","Joe DeRosa"
"13864","2018-02-03","10:00","Regular","SAC","DAL","Home",21,12,"Kane Fitzgerald","Kevin Scott","Ron Garretson"
"13866","2018-02-04","02:00","Regular","OKC","LAL","Home",18,20,"Nick Buchert","Karl Lane","Jason Phillips"
"13868","2018-02-04","03:00","Regular","PHO","CHA","Home",25,17,"Rodney Mott","Bennie Adams","Justin Van Duyne"
"13870","2018-02-04","10:00","Regular","BOS","POR","Home",16,17,"Haywoode Workman","Sean Corbin","Tom Washington"
"13872","2018-02-04","10:00","Regular","BKN","MIL","Home",19,16,"Mitchell Ervin","Derrick Stafford","Tony Brown"
"13874","2018-02-04","10:00","Regular","NY","ATL","Home",16,12,"Jason Goldenberg","Leroy Richardson","Pat Fraher"
"13876","2018-02-04","10:00","Regular","TOR","MEM","Home",20,23,"Mark Lindsay","Gediminas Petraitis","Michael Smith"
"13878","2018-02-05","07:00","Regular","DET","POR","Home",14,14,"John Goble","Scott Wall","Joe DeRosa"
"13880","2018-02-05","07:00","Regular","IND","WAS","Home",18,23,"Scott Twardoski","Tyler Ford","Eric Lewis"
"13882","2018-02-05","07:30","Regular","MIA","ORL","Home",19,26,"David Guthrie","C.J. Washington","Gary Zielinski"
"13884","2018-02-05","08:00","Regular","NO","UTA","Home",15,18,"Jacyn Goble","Sean Wright","Derrick Collins"
"13886","2018-02-05","09:00","Regular","DEN","CHA","Home",15,16,"Kane Fitzgerald","Kevin Scott","Brett Nansel"
"13888","2018-02-05","10:00","Regular","SAC","CHI","Home",17,21,"Marat Kogut","Rodney Mott","Justin Van Duyne"
"13890","2018-02-05","10:30","Regular","LAC","DAL","Home",16,23,"Ben Taylor","Ed Malloy","Ray Acosta"
"13892","2018-02-06","07:00","Regular","ORL","CLE","Home",16,24,"Jason Goldenberg","Dedric Taylor","Pat Fraher"
"13894","2018-02-06","07:30","Regular","ATL","MEM","Home",16,24,"James Williams","C.J. Washington","Sean Corbin"
"13896","2018-02-06","07:30","Regular","BKN","HOU","Home",17,14,"Haywoode Workman","Brian Forte","Zach Zarba"
"13898","2018-02-06","07:30","Regular","NY","MIL","Home",19,17,"Karl Lane","Gediminas Petraitis","Tom Washington"
"13900","2018-02-06","07:30","Regular","TOR","BOS","Home",18,19,"Tyler Ford","Aaron Smith","James Capers"
"13902","2018-02-06","08:00","Regular","PHI","WAS","Home",14,18,"J.T. Orr","Derrick Stafford","Mark Ayotte"
"13904","2018-02-06","10:30","Regular","GS","OKC","Home",24,28,"Marat Kogut","Lauren Holtkamp","Ken Mauer"
"13906","2018-02-06","10:30","Regular","LAL","PHO","Home",21,18,"Tre Maddox","Ben Taylor","Ed Malloy"
"13908","2018-02-07","07:00","Regular","DET","BKN","Home",12,20,"Mark Lindsay","Aaron Smith","Courtney Kirkland"
"13910","2018-02-07","07:30","Regular","MIA","HOU","Home",17,16,"Jason Goldenberg","Scott Wall","Eric Lewis"
"13912","2018-02-07","08:00","Regular","CLE","MIN","Home",21,19,"Nick Buchert","Gediminas Petraitis","Mike Callahan"
"13914","2018-02-07","08:00","Regular","MEM","UTA","Home",26,16,"Scott Twardoski","Gary Zielinski","Marc Davis"
"13916","2018-02-07","10:30","Regular","PHO","SA","Home",23,17,"Curtis Blair","Michael Smith","Jason Phillips"
"13918","2018-02-08","07:00","Regular","ORL","ATL","Home",22,23,"Tom Washington","Matt Boland","Jonathan Sterling"
"13920","2018-02-08","07:30","Regular","TOR","NY","Home",17,15,"David Guthrie","J.T. Orr","Mark Ayotte"
"13922","2018-02-08","08:00","Regular","WAS","BOS","Home",23,20,"Kevin Scott","Leroy Richardson","Bill Kennedy"
"13924","2018-02-08","10:00","Regular","POR","CHA","Home",19,16,"Marat Kogut","Lauren Holtkamp","Ken Mauer"
"13926","2018-02-08","10:30","Regular","GS","DAL","Home",18,16,"Sean Wright","Brent Barnaky","Tre Maddox"
"13928","2018-02-08","10:30","Regular","LAL","OKC","Home",19,11,"John Goble","Kevin Cutler","Derrick Collins"
"13930","2018-02-09","07:00","Regular","DET","LAC","Home",16,16,"David Guthrie","Brett Nansel","Mike Callahan"
"13932","2018-02-09","07:00","Regular","PHI","NO","Home",16,12,"Sean Corbin","Matt Boland","Justin Van Duyne"
"13934","2018-02-09","07:30","Regular","ATL","CLE","Home",18,17,"Gary Zielinski","Bill Kennedy","Ray Acosta"
"13936","2018-02-09","07:30","Regular","BOS","IND","Home",21,20,"Mitchell Ervin","Courtney Kirkland","Derrick Stafford"
"13938","2018-02-09","08:00","Regular","CHI","MIN","Home",19,22,"Josh Tiven","Derek Richardson","James Capers"
"13940","2018-02-09","08:00","Regular","HOU","DEN","Home",16,20,"Jacyn Goble","James Williams","Rodney Mott"
"13942","2018-02-09","08:00","Regular","MIA","MIL","Home",21,20,"Tyler Ford","Aaron Smith","Bennie Adams"
"13944","2018-02-09","09:00","Regular","UTA","CHA","Home",17,18,"Curtis Blair","Michael Smith","Jason Phillips"
"13946","2018-02-09","10:30","Regular","SAC","POR","Home",19,21,"Sean Wright","Scott Twardoski","Brent Barnaky"
"13948","2018-02-10","06:00","Regular","BKN","NO","Home",30,18,"Ben Taylor","Ed Malloy","Jonathan Sterling"
"13950","2018-02-10","07:00","Regular","ORL","MIL","Home",14,16,"Mark Lindsay","Leroy Richardson","Ray Acosta"
"13952","2018-02-10","07:00","Regular","PHI","LAC","Home",18,16,"Brian Forte","Pat Fraher","Joe DeRosa"
"13954","2018-02-10","08:00","Regular","CHI","WAS","Home",16,17,"Karl Lane","Dedric Taylor","Ken Mauer"
"13956","2018-02-10","08:30","Regular","DAL","LAL","Home",21,25,"Jason Goldenberg","Kane Fitzgerald","Tony Brown"
"13958","2018-02-10","08:30","Regular","GS","SA","Home",18,13,"Kevin Cutler","Marc Davis","Derrick Collins"
"13960","2018-02-10","09:00","Regular","PHO","DEN","Home",24,23,"John Goble","Marat Kogut","Lauren Holtkamp"
"13962","2018-02-11","01:00","Regular","CHA","TOR","Home",13,24,"Courtney Kirkland","Bill Kennedy","Derek Richardson"
"13964","2018-02-11","03:30","Regular","ATL","DET","Home",26,28,"Mitchell Ervin","Bennie Adams","Michael Smith"
"13966","2018-02-11","03:30","Regular","BOS","CLE","Home",14,20,"Scott Wall","Zach Zarba","Eric Lewis"
"13968","2018-02-11","05:00","Regular","IND","NY","Home",16,18,"James Williams","Kevin Scott","Brett Nansel"
"13970","2018-02-11","07:00","Regular","HOU","DAL","Home",18,25,"Curtis Blair","Gediminas Petraitis","James Capers"
"13972","2018-02-11","07:00","Regular","MIN","SAC","Home",17,23,"Tom Washington","Matt Boland","Joe DeRosa"
"13974","2018-02-11","07:00","Regular","OKC","MEM","Home",23,32,"Jacyn Goble","Sean Wright","Brent Barnaky"
"13976","2018-02-11","09:00","Regular","POR","UTA","Home",22,22,"David Guthrie","C.J. Washington","Mark Ayotte"
"13978","2018-02-12","07:00","Regular","DET","NO","Home",19,25,"Karl Lane","Derrick Stafford","Ray Acosta"
"13980","2018-02-12","07:00","Regular","PHI","NY","Home",22,22,"Dedric Taylor","Courtney Kirkland","Ed Malloy"
"13982","2018-02-12","07:30","Regular","BKN","LAC","Home",15,14,"James Williams","Sean Corbin","Justin Van Duyne"
"13984","2018-02-12","08:00","Regular","CHI","ORL","Home",13,18,"Jason Goldenberg","Tyler Ford","Mike Callahan"
"13986","2018-02-12","09:00","Regular","UTA","SA","Home",24,24,"Tre Maddox","Rodney Mott","Tony Brown"
"13988","2018-02-12","10:30","Regular","GS","PHO","Home",18,17,"David Guthrie","C.J. Washington","Mark Ayotte"
"13990","2018-02-13","07:00","Regular","TOR","MIA","Home",19,18,"Brian Forte","Leroy Richardson","Scott Wall"
"13992","2018-02-13","08:00","Regular","MIL","ATL","Home",18,14,"Jacyn Goble","Gediminas Petraitis","Jason Phillips"
"13994","2018-02-13","08:00","Regular","MIN","HOU","Home",20,23,"Sean Wright","Aaron Smith","Derrick Collins"
"13996","2018-02-13","08:00","Regular","OKC","CLE","Home",20,28,"Pat Fraher","Derek Richardson","James Capers"
"13998","2018-02-13","08:30","Regular","DAL","SAC","Home",15,19,"Mark Lindsay","Kevin Scott","Mitchell Ervin"
"14000","2018-02-13","10:30","Regular","DEN","SA","Home",18,22,"J.T. Orr","Gary Zielinski","Tom Washington"
"14002","2018-02-14","07:00","Regular","DET","ATL","Home",18,21,"James Williams","Ben Taylor","Justin Van Duyne"
"14004","2018-02-14","07:00","Regular","ORL","CHA","Home",17,15,"Haywoode Workman","Nick Buchert","Derrick Stafford"
"14006","2018-02-14","07:00","Regular","PHI","MIA","Home",23,21,"Gediminas Petraitis","Tony Brothers","Ray Acosta"
"14008","2018-02-14","07:30","Regular","BKN","IND","Home",20,20,"Marat Kogut","Bennie Adams","Joe DeRosa"
"14010","2018-02-14","07:30","Regular","NY","WAS","Home",17,16,"Josh Tiven","Curtis Blair","Mike Callahan"
"14012","2018-02-14","08:00","Regular","BOS","LAC","Home",31,21,"Brent Barnaky","Karl Lane","Ken Mauer"
"14014","2018-02-14","08:00","Regular","CHI","TOR","Home",16,22,"Kevin Cutler","Lauren Holtkamp","Zach Zarba"
